Filtered prefixes @ https://lg.ix.br | ASN | AS-NAME | AS Rank | Source | Country | PeeringDB link
9 | 268056 | LEXCOM TELECOM | 11533 | LACNIC | BR | https://www.peeringdb.com/asn/268056
9 | 268283 | NET WORK FIBER COMERCIO E SERVICOS DE COMUNICACAO | 2922 | LACNIC | BR | https://www.peeringdb.com/asn/268283
8 | 25933 | Vogel Solucoes em Telecom e Informatica SA | 1097 | LACNIC | BR | https://www.peeringdb.com/asn/25933
8 | 28252 | WorldNet Telecom Comercio e Servicos de Telecomuni | 3371 | LACNIC | BR | https://www.peeringdb.com/asn/28252
8 | 45474 | NEXUSGUARD-AS-AP NEXUSGUARD LIMITED | 877 | APNIC | HK | https://www.peeringdb.com/asn/45474
8 | 52682 | AVATO TECNOLOGIA S.A | 4392 | LACNIC | BR | https://www.peeringdb.com/asn/52682
8 | 52858 | A & G Servicos em TI | 6506 | LACNIC | BR | https://www.peeringdb.com/asn/52858
8 | 53158 | Net Turbo Telecom | 726 | LACNIC | BR | https://www.peeringdb.com/asn/53158
8 | 53201 | VIRTUAL TELECOM LTDA | 20096 | LACNIC | BR | https://www.peeringdb.com/asn/53201
8 | 61599 | EAI TELECOMUNICACOES LTDA | 425 | LACNIC | BR | https://www.peeringdb.com/asn/61599
8 | 263994 | Fullnet Telecomunicacoes LTDA | 3207 | LACNIC | BR | https://www.peeringdb.com/asn/263994
8 | 267056 | EVEREST RIDGE DO BRASIL LTDA | 1714 | LACNIC | BR | https://www.peeringdb.com/asn/267056
8 | 270836 | NGS NET COMUNICACOES MULTIMIDIA LTDA | 33525 | LACNIC | BR | https://www.peeringdb.com/asn/270836
8 | 271564 | PINHEIRO & SILVA INFORMATICA LTDA | 5031 | LACNIC | BR | https://www.peeringdb.com/asn/271564
8 | 264054 | FALCON COMUNICACOES E INFORMATICA | 33773 | LACNIC | BR | https://www.peeringdb.com/asn/264054
8 | 265936 | TURBONET CE | 7212 | LACNIC | BR | https://www.peeringdb.com/asn/265936
8 | 268011 | S.BARROS DE SOUZA-ME | 8579 | LACNIC | BR | https://www.peeringdb.com/asn/268011
8 | 266236 | VELPRO TELECOMUNICACOES EIRELI | 3216 | LACNIC | BR | https://www.peeringdb.com/asn/266236
8 | 273319 | IP TELECOM LTDA | 9939 | LACNIC | BR | https://www.peeringdb.com/asn/273319
8 | 271345 | ND NETWORK DISTRIBUTION | 7083 | LACNIC | BR | https://www.peeringdb.com/asn/271345
8 | 262794 | VERO S.A | 19461 | LACNIC | BR | https://www.peeringdb.com/asn/262794
7 | 28008 | Telecel S.A. | 1293 | LACNIC | PY | https://www.peeringdb.com/asn/28008
7 | 53107 | EVEO S.A. | 4271 | LACNIC | BR | https://www.peeringdb.com/asn/53107
7 | 61621 | Norte.Net Telecomunicacoes Ltda | 660 | LACNIC | BR | https://www.peeringdb.com/asn/61621
7 | 262462 | Aranet Play | 513 | LACNIC | BR | https://www.peeringdb.com/asn/262462
7 | 262532 | NET ONDA SERVICOS DE INTERNET LTDA | 846 | LACNIC | BR | https://www.peeringdb.com/asn/262532
7 | 263321 | ILOGNET PROVEDOR | 1883 | LACNIC | BR | https://www.peeringdb.com/asn/263321
7 | 263481 | Nova Serv de Com Multimidia Ltda | 5448 | LACNIC | BR | https://www.peeringdb.com/asn/263481
7 | 264321 | NEW OESTE TELECOMUNICACOES LTDA | 26194 | LACNIC | BR | https://www.peeringdb.com/asn/264321
7 | 265442 | VISUAL LINK COMUNICACOES MULTIMIDIA LTDA - ME | 923 | LACNIC | BR | https://www.peeringdb.com/asn/265442
7 | 268157 | ELEVAR TELECOM LTDA | 4366 | LACNIC | BR | https://www.peeringdb.com/asn/268157
7 | 269002 | ISOUL SOLUCOES CORPORATIVAS E TELECOMUNICACOES LTD | 7043 | LACNIC | BR | https://www.peeringdb.com/asn/269002
7 | 270405 | SUMARE TELECOMUNICACOES PROVEDOR DE INTERNET LTDA | 25434 | LACNIC | BR | https://www.peeringdb.com/asn/270405
7 | 271069 | A4 TELECOM PROVEDOR DE ACESSO | 10632 | LACNIC | BR | https://www.peeringdb.com/asn/271069
6 | 11432 | Telium Telecomunicacoes Ltda | 203 | LACNIC | BR | https://www.peeringdb.com/asn/11432
6 | 28305 | PERSIS INTERNET LTDA | 17547 | LACNIC | BR | https://www.peeringdb.com/asn/28305
6 | 52630 | MOTTANET TI - SERVICOS DE TECNOLOGIA DA INFO | 1722 | LACNIC | BR | https://www.peeringdb.com/asn/52630
6 | 52772 | SJNET TELECOMUNICACOES - EIRELI | 1209 | LACNIC | BR | https://www.peeringdb.com/asn/52772
6 | 52863 | UPX TECNOLOGIA LTDA | 341 | LACNIC | BR | https://www.peeringdb.com/asn/52863
6 | 61620 | flowspec solutions ltda | 3541 | LACNIC | BR | https://www.peeringdb.com/asn/61620
6 | 61622 | VIA MS SOLUCOES DIGITAIS | 2179 | LACNIC | BR | https://www.peeringdb.com/asn/61622
6 | 61696 | DOMUS TELECOM | 1785 | LACNIC | BR | https://www.peeringdb.com/asn/61696
6 | 199524 | GCORE - G-Core Labs S.A. | 405 | RIPE | LU | https://www.peeringdb.com/asn/199524
6 | 262354 | GIGA MAIS FIBRA TELECOMUNICACOES S.A. LIGUE | 3088 | LACNIC | BR | https://www.peeringdb.com/asn/262354
6 | 262903 | Tubaron Telecom | 1536 | LACNIC | BR | https://www.peeringdb.com/asn/262903
6 | 263087 | Rawnet Informatica LTDA | 4472 | LACNIC | BR | https://www.peeringdb.com/asn/263087
6 | 263099 | STIW Sistema de Telecom. Inf e Wireless LTDA | 1780 | LACNIC | BR | https://www.peeringdb.com/asn/263099
6 | 263128 | Internet Maxima Tecnologia Ltda | 26203 | LACNIC | BR | https://www.peeringdb.com/asn/263128
6 | 263144 | R2 TECNOLOGIA E TELECOMUNICACOES LTDA - ME | 2908 | LACNIC | BR | https://www.peeringdb.com/asn/263144
6 | 263558 | RD TELECOM LTDA -ME | 1504 | LACNIC | BR | https://www.peeringdb.com/asn/263558
6 | 264170 | Winet Brasil | 1599 | LACNIC | BR | https://www.peeringdb.com/asn/264170
6 | 265066 | Conect Provedor de Acesso a Internet Ltda Me | 1791 | LACNIC | BR | https://www.peeringdb.com/asn/265066
6 | 265345 | HUP TELECOM LTDA | 39617 | LACNIC | BR | https://www.peeringdb.com/asn/265345
6 | 266096 | NAVEGAR PROVEDOR | 33525 | LACNIC | BR | https://www.peeringdb.com/asn/266096
6 | 266136 | R.A INTERNET | 2208 | LACNIC | BR | https://www.peeringdb.com/asn/266136
6 | 266247 | ISPCORP Solucoes Digitais Corporativas Ltda. | 1890 | LACNIC | BR | https://www.peeringdb.com/asn/266247
6 | 266376 | CYBERNET TELECOM SERVICOS DE INTERNET LTDA - ME | 33805 | LACNIC | BR | https://www.peeringdb.com/asn/266376
6 | 267641 | DK Telecom | 5521 | LACNIC | BR | https://www.peeringdb.com/asn/267641
6 | 268554 | CDM TELECOM | 33411 | LACNIC | BR | https://www.peeringdb.com/asn/268554
6 | 270439 | D S CUPERTINO SERVICOS DE HOSPEDAGEM NA INTERNET | 5397 | LACNIC | BR | https://www.peeringdb.com/asn/270439
6 | 271387 | LMGB SERVICOS DE TELECOMUNICACOES E INTERNET LTDA | 2216 | LACNIC | BR | https://www.peeringdb.com/asn/271387
6 | 271547 | RANDSON DE JESUS PASSOS | 4057 | LACNIC | BR | https://www.peeringdb.com/asn/271547
6 | 273461 | CYBERWEB ATJP LTDA | 3178 | LACNIC | BR | https://www.peeringdb.com/asn/273461
6 | 273595 | Lastnet Telecom | 9321 | LACNIC | BR | https://www.peeringdb.com/asn/273595
6 | 266197 | IBL TELECOM | 10048 | LACNIC | BR | https://www.peeringdb.com/asn/266197
6 | 267278 | ALLYSON DINIZ MELO - ME | 5527 | LACNIC | BR | https://www.peeringdb.com/asn/267278
6 | 268760 | LIVENET SERVICOS DE COMUNICACAO MULTMIDIA LTDA ME | 7211 | LACNIC | BR | https://www.peeringdb.com/asn/268760
6 | 263456 | MKNETWORK TELECOM LTDA ME | 1775 | LACNIC | BR | https://www.peeringdb.com/asn/263456
6 | 263629 | MASTER TECNOLOGIA | 889 | LACNIC | BR | https://www.peeringdb.com/asn/263629
6 | 263860 | WEB LACERDA PROVEDOR DE INTERNET LTDA | 26501 | LACNIC | BR | https://www.peeringdb.com/asn/263860
6 | 267507 | SRX TECNOLOGIA DA INFORMACAO LTDA | 9923 | LACNIC | BR | https://www.peeringdb.com/asn/267507
6 | 61597 | GalizaNET - Internet Services | 33847 | LACNIC | BR | https://www.peeringdb.com/asn/61597
6 | 28263 | America-NET Ltda. | 1122 | LACNIC | BR | https://www.peeringdb.com/asn/28263
5 | 28189 | JR & JS ENGENHARIA E COMERCIO LTDA | 313 | LACNIC | BR | https://www.peeringdb.com/asn/28189
5 | 28352 | NETSPEED LTDA | 3473 | LACNIC | BR | https://www.peeringdb.com/asn/28352
5 | 28666 | HOSTLOCATION LTDA | 1505 | LACNIC | BR | https://www.peeringdb.com/asn/28666
5 | 52559 | NOVATEC TELECOM LTDA | 3494 | LACNIC | BR | https://www.peeringdb.com/asn/52559
5 | 53019 | infotec- servicos de provedor da internet ltda | 1369 | LACNIC | BR | https://www.peeringdb.com/asn/53019
5 | 53061 | G2NET SUL PROVEDOR LTDA | 4266 | LACNIC | BR | https://www.peeringdb.com/asn/53061
5 | 61817 | Halley Telecom Comercio & Servico Ltda | 2062 | LACNIC | BR | https://www.peeringdb.com/asn/61817
5 | 61917 | NETMAIS TELECOM | 2663 | LACNIC | BR | https://www.peeringdb.com/asn/61917
5 | 262753 | VOCE TELECOMUNICACOES LTDA | 1874 | LACNIC | BR | https://www.peeringdb.com/asn/262753
5 | 262808 | Brasilnet Telecomunicacoes Ltda ME | 1870 | LACNIC | BR | https://www.peeringdb.com/asn/262808
5 | 263024 | ARAUJO SAT SERVICOS DE MULTIMIDIA LTDA | 4008 | LACNIC | BR | https://www.peeringdb.com/asn/263024
5 | 263616 | Dez Solucoes em Telecomunicacoes LTDA | 1148 | LACNIC | BR | https://www.peeringdb.com/asn/263616
5 | 264528 | KASATECH PROVEDOR DE INTERNET LTDA | 2220 | LACNIC | BR | https://www.peeringdb.com/asn/264528
5 | 264550 | M H SAT SERVICOS EM TELECOMUNICACOES | 26962 | LACNIC | BR | https://www.peeringdb.com/asn/264550
5 | 264969 | FD CAVALCANTE DE LIMA ME | 3973 | LACNIC | BR | https://www.peeringdb.com/asn/264969
5 | 265268 | Smart Solucoes Tecnologicas | 3974 | LACNIC | BR | https://www.peeringdb.com/asn/265268
5 | 265450 | Justica Federal de Primeiro Grau no Parana | 59098 | LACNIC | BR | https://www.peeringdb.com/asn/265450
5 | 265914 | TRIUNFO FIBRA | 7084 | LACNIC | BR | https://www.peeringdb.com/asn/265914
5 | 266101 | MARTINS.NET SERVICOS DE TELECOMUNICACOES LTDA | 33030 | LACNIC | BR | https://www.peeringdb.com/asn/266101
5 | 267124 | Paulino Perreira Dos Santos Eireli | 10136 | LACNIC | BR | https://www.peeringdb.com/asn/267124
5 | 267458 | ITMINDS CONSULTORIA EM TECNOLOGIA DA INFORMACAO | 6877 | LACNIC | BR | https://www.peeringdb.com/asn/267458
5 | 268214 | schossler e silva ltda - me | 6520 | LACNIC | BR | https://www.peeringdb.com/asn/268214
5 | 268235 | VLA TELECOMUNICACOES LTDA | 1288 | LACNIC | BR | https://www.peeringdb.com/asn/268235
5 | 268874 | IT Facilities | 33030 | LACNIC | BR | https://www.peeringdb.com/asn/268874
5 | 273669 | LINKE SOLUCOES LTDA | 940 | LACNIC | BR | https://www.peeringdb.com/asn/273669
4 | 8801 | ROCKETFIBRE - Rocket Fibre Ltd | 78320 | RIPE | GB | https://www.peeringdb.com/asn/8801
4 | 11014 | CPS | 412 | LACNIC | AR | https://www.peeringdb.com/asn/11014
4 | 20940 | AKAMAI-ASN1 - Akamai International B.V. | 1894 | RIPE | NL | https://www.peeringdb.com/asn/20940
4 | 28202 | MASTER SA | 717 | LACNIC | BR | https://www.peeringdb.com/asn/28202
4 | 28300 | Speed Servicos de Internet Ltda | 4321 | LACNIC | BR | https://www.peeringdb.com/asn/28300
4 | 28642 | Contato Internet EIRELI | 1643 | LACNIC | BR | https://www.peeringdb.com/asn/28642
4 | 28649 | Desktop Sigmanet Comunicacao Multimidia SA | 798 | LACNIC | BR | https://www.peeringdb.com/asn/28649
4 | 52444 | Pogliotti & Pogliotti Construcciones S.A. | 695 | LACNIC | AR | https://www.peeringdb.com/asn/52444
4 | 53094 | GHNET TELECOM LTDA | 4502 | LACNIC | BR | https://www.peeringdb.com/asn/53094
4 | 53231 | GRUPOHOST COMUNICACAO MULTIMIDIA LTDA | 19403 | LACNIC | BR | https://www.peeringdb.com/asn/53231
4 | 61580 | Nucleo de Inf. e Coord. do Ponto BR - NIC. | 5740 | LACNIC | BR | https://www.peeringdb.com/asn/61580
4 | 61951 | BRASIL-IP TELECOMUNICACOES LTDA - ME | 10761 | LACNIC | BR | https://www.peeringdb.com/asn/61951
4 | 262496 | Clonix Telecom Eireli ME | 6466 | LACNIC | BR | https://www.peeringdb.com/asn/262496
4 | 262567 | TELECOM FOZ | 4582 | LACNIC | BR | https://www.peeringdb.com/asn/262567
4 | 263047 | Linkfull melhor fornecedor dos provedores | 1208 | LACNIC | BR | https://www.peeringdb.com/asn/263047
4 | 263329 | FIBERCOM Telecomunicacoes | 3583 | LACNIC | BR | https://www.peeringdb.com/asn/263329
4 | 263411 | GABRIEL S S SERVICOS DE TELECOMUNICACOES EIRELI | 2514 | LACNIC | BR | https://www.peeringdb.com/asn/263411
4 | 263462 | SPEED PLANET TELECOMUNICACOES LTDA - EPP | 3389 | LACNIC | BR | https://www.peeringdb.com/asn/263462
4 | 263563 | MULTIWARE TECNOLOGIA | 26185 | LACNIC | BR | https://www.peeringdb.com/asn/263563
4 | 264009 | INFIX TELECOM LTDA | 5231 | LACNIC | BR | https://www.peeringdb.com/asn/264009
4 | 264147 | INTERA COMUNICACAO MULTIMIDIA E INFORMATICA | 33030 | LACNIC | BR | https://www.peeringdb.com/asn/264147
4 | 264512 | GIGABYTE NETWORK COMERCIO E SERVICOS EIRELI - EPP | 2901 | LACNIC | BR | https://www.peeringdb.com/asn/264512
4 | 264872 | Brothers Lan House Ltda Me | 4009 | LACNIC | BR | https://www.peeringdb.com/asn/264872
4 | 264963 | LUMIAR TELECOMUNICACOES | 4070 | LACNIC | BR | https://www.peeringdb.com/asn/264963
4 | 266448 | GIGA MAIS FIBRA TELECOMUNICACOES S.A. | 9966 | LACNIC | BR | https://www.peeringdb.com/asn/266448
4 | 267248 | AIPEER TECNOLOGIA LTDA | 32953 | LACNIC | BR | https://www.peeringdb.com/asn/267248
4 | 267378 | CWMC TELECOM LTDA ME | 4626 | LACNIC | BR | https://www.peeringdb.com/asn/267378
4 | 267587 | CLICK SPEED SERVICOS DE TELECOMUNICACOES LTDA - EP | 3727 | LACNIC | BR | https://www.peeringdb.com/asn/267587
4 | 268042 | JETNET COMUNICACAO LTDA | 2887 | LACNIC | BR | https://www.peeringdb.com/asn/268042
